filename	phi0	phi0dot
plots-1-off	20.0	-0.1
plots-2-off	20.0	-0.08571428571428572
plots-3-off	20.0	-0.07142857142857142
plots-4-off	20.0	-0.05714285714285715
plots-5-off	20.0	-0.04285714285714286
plots-6-off	20.0	-0.028571428571428567
plots-7-off	20.0	-0.01428571428571429
plots-8-off	20.0	0.0
plots-9-off	20.0	0.01428571428571429
plots-10-off	20.0	0.02857142857142858
plots-11-off	20.0	0.04285714285714287
plots-12-off	20.0	0.05714285714285716
plots-13-off	20.0	0.07142857142857142
plots-14-off	20.0	0.08571428571428572
plots-15-off	20.0	0.1
plots-16-off	20.714285714285715	-0.1
plots-17-off	20.714285714285715	-0.08571428571428572
plots-18-off	20.714285714285715	-0.07142857142857142
plots-19-off	20.714285714285715	-0.05714285714285715
plots-20-off	20.714285714285715	-0.04285714285714286
plots-21-off	20.714285714285715	-0.028571428571428567
plots-22-off	20.714285714285715	-0.01428571428571429
plots-23-off	20.714285714285715	0.0
plots-24-off	20.714285714285715	0.01428571428571429
plots-25-off	20.714285714285715	0.02857142857142858
plots-26-off	20.714285714285715	0.04285714285714287
plots-27-off	20.714285714285715	0.05714285714285716
plots-28-off	20.714285714285715	0.07142857142857142
plots-29-off	20.714285714285715	0.08571428571428572
plots-30-off	20.714285714285715	0.1
plots-31-off	21.428571428571427	-0.1
plots-32-off	21.428571428571427	-0.08571428571428572
plots-33-off	21.428571428571427	-0.07142857142857142
plots-34-off	21.428571428571427	-0.05714285714285715
plots-35-off	21.428571428571427	-0.04285714285714286
plots-36-off	21.428571428571427	-0.028571428571428567
plots-37-off	21.428571428571427	-0.01428571428571429
plots-38-off	21.428571428571427	0.0
plots-39-off	21.428571428571427	0.01428571428571429
plots-40-off	21.428571428571427	0.02857142857142858
plots-41-off	21.428571428571427	0.04285714285714287
plots-42-off	21.428571428571427	0.05714285714285716
plots-43-off	21.428571428571427	0.07142857142857142
plots-44-off	21.428571428571427	0.08571428571428572
plots-45-off	21.428571428571427	0.1
plots-46-off	22.142857142857142	-0.1
plots-47-off	22.142857142857142	-0.08571428571428572
plots-48-off	22.142857142857142	-0.07142857142857142
plots-49-off	22.142857142857142	-0.05714285714285715
plots-50-off	22.142857142857142	-0.04285714285714286
plots-51-off	22.142857142857142	-0.028571428571428567
plots-52-off	22.142857142857142	-0.01428571428571429
plots-53-off	22.142857142857142	0.0
plots-54-off	22.142857142857142	0.01428571428571429
plots-55-off	22.142857142857142	0.02857142857142858
plots-56-off	22.142857142857142	0.04285714285714287
plots-57-off	22.142857142857142	0.05714285714285716
plots-58-off	22.142857142857142	0.07142857142857142
plots-59-off	22.142857142857142	0.08571428571428572
plots-60-off	22.142857142857142	0.1
plots-61-off	22.857142857142858	-0.1
plots-62-off	22.857142857142858	-0.08571428571428572
plots-63-off	22.857142857142858	-0.07142857142857142
plots-64-off	22.857142857142858	-0.05714285714285715
plots-65-off	22.857142857142858	-0.04285714285714286
plots-66-off	22.857142857142858	-0.028571428571428567
plots-67-off	22.857142857142858	-0.01428571428571429
plots-68-off	22.857142857142858	0.0
plots-69-off	22.857142857142858	0.01428571428571429
plots-70-off	22.857142857142858	0.02857142857142858
plots-71-off	22.857142857142858	0.04285714285714287
plots-72-off	22.857142857142858	0.05714285714285716
plots-73-off	22.857142857142858	0.07142857142857142
plots-74-off	22.857142857142858	0.08571428571428572
plots-75-off	22.857142857142858	0.1
plots-76-off	23.571428571428573	-0.1
plots-77-off	23.571428571428573	-0.08571428571428572
plots-78-off	23.571428571428573	-0.07142857142857142
plots-79-off	23.571428571428573	-0.05714285714285715
plots-80-off	23.571428571428573	-0.04285714285714286
plots-81-off	23.571428571428573	-0.028571428571428567
plots-82-off	23.571428571428573	-0.01428571428571429
