filename	phi0	phi0dot
plots-1-bd	20.0	-0.1
plots-2-bd	20.0	-0.09487179487179488
plots-3-bd	20.0	-0.08974358974358974
plots-4-bd	20.0	-0.08461538461538462
plots-5-bd	20.0	-0.0794871794871795
plots-6-bd	20.0	-0.07435897435897437
plots-7-bd	20.0	-0.06923076923076923
plots-8-bd	20.0	-0.06410256410256411
plots-9-bd	20.0	-0.05897435897435898
plots-10-bd	20.0	-0.05384615384615385
plots-11-bd	20.0	-0.048717948717948725
plots-12-bd	20.0	-0.043589743589743594
plots-13-bd	20.0	-0.038461538461538464
plots-14-bd	20.0	-0.03333333333333334
plots-15-bd	20.0	-0.028205128205128216
plots-16-bd	20.0	-0.023076923076923078
plots-17-bd	20.0	-0.017948717948717954
plots-18-bd	20.0	-0.01282051282051283
plots-19-bd	20.0	-0.007692307692307693
plots-20-bd	20.0	-0.002564102564102569
plots-21-bd	20.0	0.002564102564102555
plots-22-bd	20.0	0.007692307692307693
plots-23-bd	20.0	0.012820512820512817
plots-24-bd	20.0	0.01794871794871794
plots-25-bd	20.0	0.023076923076923078
plots-26-bd	20.0	0.028205128205128188
plots-27-bd	20.0	0.033333333333333326
plots-28-bd	20.0	0.038461538461538464
plots-29-bd	20.0	0.043589743589743574
plots-30-bd	20.0	0.04871794871794871
plots-31-bd	20.0	0.05384615384615385
plots-32-bd	20.0	0.05897435897435896
plots-33-bd	20.0	0.0641025641025641
plots-34-bd	20.0	0.06923076923076923
plots-35-bd	20.0	0.07435897435897434
plots-36-bd	20.0	0.07948717948717948
plots-37-bd	20.0	0.08461538461538462
plots-38-bd	20.0	0.08974358974358973
plots-39-bd	20.0	0.09487179487179487
plots-40-bd	20.0	0.1
plots-41-bd	20.256410256410255	-0.1
plots-42-bd	20.256410256410255	-0.09487179487179488
plots-43-bd	20.256410256410255	-0.08974358974358974
plots-44-bd	20.256410256410255	-0.08461538461538462
plots-45-bd	20.256410256410255	-0.0794871794871795
plots-46-bd	20.256410256410255	-0.07435897435897437
plots-47-bd	20.256410256410255	-0.06923076923076923
plots-48-bd	20.256410256410255	-0.06410256410256411
plots-49-bd	20.256410256410255	-0.05897435897435898
plots-50-bd	20.256410256410255	-0.05384615384615385
plots-51-bd	20.256410256410255	-0.048717948717948725
plots-52-bd	20.256410256410255	-0.043589743589743594
plots-53-bd	20.256410256410255	-0.038461538461538464
plots-54-bd	20.256410256410255	-0.03333333333333334
plots-55-bd	20.256410256410255	-0.028205128205128216
plots-56-bd	20.256410256410255	-0.023076923076923078
plots-57-bd	20.256410256410255	-0.017948717948717954
plots-58-bd	20.256410256410255	-0.01282051282051283
plots-59-bd	20.256410256410255	-0.007692307692307693
plots-60-bd	20.256410256410255	-0.002564102564102569
plots-61-bd	20.256410256410255	0.002564102564102555
plots-62-bd	20.256410256410255	0.007692307692307693
plots-63-bd	20.256410256410255	0.012820512820512817
plots-64-bd	20.256410256410255	0.01794871794871794
plots-65-bd	20.256410256410255	0.023076923076923078
plots-66-bd	20.256410256410255	0.028205128205128188
plots-67-bd	20.256410256410255	0.033333333333333326
plots-68-bd	20.256410256410255	0.038461538461538464
plots-69-bd	20.256410256410255	0.043589743589743574
plots-70-bd	20.256410256410255	0.04871794871794871
plots-71-bd	20.256410256410255	0.05384615384615385
plots-72-bd	20.256410256410255	0.05897435897435896
plots-73-bd	20.256410256410255	0.0641025641025641
plots-74-bd	20.256410256410255	0.06923076923076923
plots-75-bd	20.256410256410255	0.07435897435897434
plots-76-bd	20.256410256410255	0.07948717948717948
plots-77-bd	20.256410256410255	0.08461538461538462
plots-78-bd	20.256410256410255	0.08974358974358973
plots-79-bd	20.256410256410255	0.09487179487179487
plots-80-bd	20.256410256410255	0.1
plots-81-bd	20.51282051282051	-0.1
plots-82-bd	20.51282051282051	-0.09487179487179488
plots-83-bd	20.51282051282051	-0.08974358974358974
plots-84-bd	20.51282051282051	-0.08461538461538462
plots-85-bd	20.51282051282051	-0.0794871794871795
plots-86-bd	20.51282051282051	-0.07435897435897437
