filename	phi0	phi0dot
plots-1-bd	20.0	-0.1
plots-2-bd	20.0	-0.09310344827586207
plots-3-bd	20.0	-0.08620689655172414
plots-4-bd	20.0	-0.07931034482758621
plots-5-bd	20.0	-0.07241379310344828
plots-6-bd	20.0	-0.06551724137931034
plots-7-bd	20.0	-0.05862068965517241
plots-8-bd	20.0	-0.05172413793103448
plots-9-bd	20.0	-0.04482758620689655
plots-10-bd	20.0	-0.03793103448275862
plots-11-bd	20.0	-0.031034482758620682
plots-12-bd	20.0	-0.02413793103448275
plots-13-bd	20.0	-0.01724137931034482
plots-14-bd	20.0	-0.01034482758620689
plots-15-bd	20.0	-0.0034482758620689585
plots-16-bd	20.0	0.0034482758620689724
plots-17-bd	20.0	0.010344827586206903
plots-18-bd	20.0	0.017241379310344834
plots-19-bd	20.0	0.024137931034482765
plots-20-bd	20.0	0.031034482758620696
plots-21-bd	20.0	0.03793103448275864
plots-22-bd	20.0	0.04482758620689656
plots-23-bd	20.0	0.0517241379310345
plots-24-bd	20.0	0.05862068965517242
plots-25-bd	20.0	0.06551724137931036
plots-26-bd	20.0	0.07241379310344828
plots-27-bd	20.0	0.07931034482758623
plots-28-bd	20.0	0.08620689655172414
plots-29-bd	20.0	0.09310344827586209
plots-30-bd	20.0	0.1
plots-31-bd	20.344827586206897	-0.1
plots-32-bd	20.344827586206897	-0.09310344827586207
plots-33-bd	20.344827586206897	-0.08620689655172414
plots-34-bd	20.344827586206897	-0.07931034482758621
plots-35-bd	20.344827586206897	-0.07241379310344828
plots-36-bd	20.344827586206897	-0.06551724137931034
plots-37-bd	20.344827586206897	-0.05862068965517241
plots-38-bd	20.344827586206897	-0.05172413793103448
plots-39-bd	20.344827586206897	-0.04482758620689655
plots-40-bd	20.344827586206897	-0.03793103448275862
plots-41-bd	20.344827586206897	-0.031034482758620682
plots-42-bd	20.344827586206897	-0.02413793103448275
plots-43-bd	20.344827586206897	-0.01724137931034482
plots-44-bd	20.344827586206897	-0.01034482758620689
plots-45-bd	20.344827586206897	-0.0034482758620689585
plots-46-bd	20.344827586206897	0.0034482758620689724
plots-47-bd	20.344827586206897	0.010344827586206903
plots-48-bd	20.344827586206897	0.017241379310344834
plots-49-bd	20.344827586206897	0.024137931034482765
plots-50-bd	20.344827586206897	0.031034482758620696
plots-51-bd	20.344827586206897	0.03793103448275864
plots-52-bd	20.344827586206897	0.04482758620689656
plots-53-bd	20.344827586206897	0.0517241379310345
plots-54-bd	20.344827586206897	0.05862068965517242
plots-55-bd	20.344827586206897	0.06551724137931036
plots-56-bd	20.344827586206897	0.07241379310344828
plots-57-bd	20.344827586206897	0.07931034482758623
plots-58-bd	20.344827586206897	0.08620689655172414
plots-59-bd	20.344827586206897	0.09310344827586209
plots-60-bd	20.344827586206897	0.1
plots-61-bd	20.689655172413794	-0.1
plots-62-bd	20.689655172413794	-0.09310344827586207
plots-63-bd	20.689655172413794	-0.08620689655172414
plots-64-bd	20.689655172413794	-0.07931034482758621
plots-65-bd	20.689655172413794	-0.07241379310344828
plots-66-bd	20.689655172413794	-0.06551724137931034
plots-67-bd	20.689655172413794	-0.05862068965517241
plots-68-bd	20.689655172413794	-0.05172413793103448
plots-69-bd	20.689655172413794	-0.04482758620689655
plots-70-bd	20.689655172413794	-0.03793103448275862
plots-71-bd	20.689655172413794	-0.031034482758620682
plots-72-bd	20.689655172413794	-0.02413793103448275
plots-73-bd	20.689655172413794	-0.01724137931034482
plots-74-bd	20.689655172413794	-0.01034482758620689
plots-75-bd	20.689655172413794	-0.0034482758620689585
plots-76-bd	20.689655172413794	0.0034482758620689724
plots-77-bd	20.689655172413794	0.010344827586206903
plots-78-bd	20.689655172413794	0.017241379310344834
plots-79-bd	20.689655172413794	0.024137931034482765
plots-80-bd	20.689655172413794	0.031034482758620696
plots-81-bd	20.689655172413794	0.03793103448275864
plots-82-bd	20.689655172413794	0.04482758620689656
plots-83-bd	20.689655172413794	0.0517241379310345
plots-84-bd	20.689655172413794	0.05862068965517242
plots-85-bd	20.689655172413794	0.06551724137931036
plots-86-bd	20.689655172413794	0.07241379310344828
plots-87-bd	20.689655172413794	0.07931034482758623
plots-88-bd	20.689655172413794	0.08620689655172414
plots-89-bd	20.689655172413794	0.09310344827586209
plots-90-bd	20.689655172413794	0.1
plots-91-bd	21.03448275862069	-0.1
plots-92-bd	21.03448275862069	-0.09310344827586207
plots-93-bd	21.03448275862069	-0.08620689655172414
plots-94-bd	21.03448275862069	-0.07931034482758621
plots-95-bd	21.03448275862069	-0.07241379310344828
plots-96-bd	21.03448275862069	-0.06551724137931034
plots-97-bd	21.03448275862069	-0.05862068965517241
plots-98-bd	21.03448275862069	-0.05172413793103448
plots-99-bd	21.03448275862069	-0.04482758620689655
plots-100-bd	21.03448275862069	-0.03793103448275862
plots-101-bd	21.03448275862069	-0.031034482758620682
plots-102-bd	21.03448275862069	-0.02413793103448275
plots-103-bd	21.03448275862069	-0.01724137931034482
plots-104-bd	21.03448275862069	-0.01034482758620689
plots-105-bd	21.03448275862069	-0.0034482758620689585
plots-106-bd	21.03448275862069	0.0034482758620689724
plots-107-bd	21.03448275862069	0.010344827586206903
plots-108-bd	21.03448275862069	0.017241379310344834
plots-109-bd	21.03448275862069	0.024137931034482765
plots-110-bd	21.03448275862069	0.031034482758620696
plots-111-bd	21.03448275862069	0.03793103448275864
plots-112-bd	21.03448275862069	0.04482758620689656
plots-113-bd	21.03448275862069	0.0517241379310345
plots-114-bd	21.03448275862069	0.05862068965517242
plots-115-bd	21.03448275862069	0.06551724137931036
plots-116-bd	21.03448275862069	0.07241379310344828
plots-117-bd	21.03448275862069	0.07931034482758623
plots-118-bd	21.03448275862069	0.08620689655172414
plots-119-bd	21.03448275862069	0.09310344827586209
plots-120-bd	21.03448275862069	0.1
plots-121-bd	21.379310344827587	-0.1
plots-122-bd	21.379310344827587	-0.09310344827586207
plots-123-bd	21.379310344827587	-0.08620689655172414
plots-124-bd	21.379310344827587	-0.07931034482758621
plots-125-bd	21.379310344827587	-0.07241379310344828
plots-126-bd	21.379310344827587	-0.06551724137931034
plots-127-bd	21.379310344827587	-0.05862068965517241
plots-128-bd	21.379310344827587	-0.05172413793103448
plots-129-bd	21.379310344827587	-0.04482758620689655
plots-130-bd	21.379310344827587	-0.03793103448275862
plots-131-bd	21.379310344827587	-0.031034482758620682
plots-132-bd	21.379310344827587	-0.02413793103448275
plots-133-bd	21.379310344827587	-0.01724137931034482
plots-134-bd	21.379310344827587	-0.01034482758620689
plots-135-bd	21.379310344827587	-0.0034482758620689585
plots-136-bd	21.379310344827587	0.0034482758620689724
plots-137-bd	21.379310344827587	0.010344827586206903
plots-138-bd	21.379310344827587	0.017241379310344834
plots-139-bd	21.379310344827587	0.024137931034482765
plots-140-bd	21.379310344827587	0.031034482758620696
plots-141-bd	21.379310344827587	0.03793103448275864
plots-142-bd	21.379310344827587	0.04482758620689656
plots-143-bd	21.379310344827587	0.0517241379310345
plots-144-bd	21.379310344827587	0.05862068965517242
plots-145-bd	21.379310344827587	0.06551724137931036
plots-146-bd	21.379310344827587	0.07241379310344828
plots-147-bd	21.379310344827587	0.07931034482758623
plots-148-bd	21.379310344827587	0.08620689655172414
plots-149-bd	21.379310344827587	0.09310344827586209
plots-150-bd	21.379310344827587	0.1
plots-151-bd	21.724137931034484	-0.1
plots-152-bd	21.724137931034484	-0.09310344827586207
plots-153-bd	21.724137931034484	-0.08620689655172414
plots-154-bd	21.724137931034484	-0.07931034482758621
plots-155-bd	21.724137931034484	-0.07241379310344828
plots-156-bd	21.724137931034484	-0.06551724137931034
plots-157-bd	21.724137931034484	-0.05862068965517241
plots-158-bd	21.724137931034484	-0.05172413793103448
plots-159-bd	21.724137931034484	-0.04482758620689655
plots-160-bd	21.724137931034484	-0.03793103448275862
plots-161-bd	21.724137931034484	-0.031034482758620682
plots-162-bd	21.724137931034484	-0.02413793103448275
plots-163-bd	21.724137931034484	-0.01724137931034482
plots-164-bd	21.724137931034484	-0.01034482758620689
plots-165-bd	21.724137931034484	-0.0034482758620689585
plots-166-bd	21.724137931034484	0.0034482758620689724
